GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
46.0	54.0	100	33	21	23	23	0.334	1	Virus	High	100.0	3
47.0	53.0	100	26	27	20	27	0.313	1	Plant	High	100.0	3
49.0	51.0	100	25	26	27	22	0.496	0	Human	Low	100.0	1
52.0	48.0	100	26	22	28	24	0.687	0	Virus	High	100.0	3
53.0	47.0	100	22	25	24	29	0.176	1	Bacteria	High	100.0	3
47.0	53.0	100	29	24	17	30	0.604	1	Virus	Low	100.0	1
44.0	56.0	100	22	34	28	16	0.412	0	Virus	Medium	100.0	2
51.0	49.0	100	25	24	20	31	0.527	0	Bacteria	High	100.0	3
41.0	59.0	100	26	33	16	25	0.87	1	Virus	Medium	100.0	2
49.0	51.0	100	26	25	24	25	0.688	1	Bacteria	Medium	100.0	2
52.0	48.0	100	24	24	22	30	0.369	1	Human	Medium	100.0	2
52.0	48.0	100	26	22	25	27	0.673	0	Plant	Medium	100.0	2
53.0	47.0	100	20	27	25	28	0.614	1	Human	Low	100.0	1
43.0	57.0	100	36	21	28	15	0.171	1	Human	Medium	100.0	2
44.0	56.0	100	24	32	18	26	0.276	1	Human	Medium	100.0	2
57.0	43.0	100	23	20	31	26	0.322	0	Bacteria	Low	100.0	1
51.0	49.0	100	25	24	27	24	0.9	0	Virus	Low	100.0	1
52.0	48.0	100	26	22	21	31	0.315	0	Bacteria	Low	100.0	1
51.0	49.0	100	25	24	25	26	0.951	1	Virus	Medium	100.0	2
44.0	56.0	100	31	25	23	21	0.365	0	Human	Medium	100.0	2
48.0	52.0	100	20	32	28	20	0.213	0	Human	High	100.0	3
47.0	53.0	100	27	26	21	26	0.349	0	Virus	Low	100.0	1
47.0	53.0	100	26	27	20	27	0.845	1	Virus	High	100.0	3
50.0	50.0	100	24	26	29	21	0.353	0	Human	Low	100.0	1
51.0	49.0	100	24	25	23	28	0.797	1	Plant	Medium	100.0	2
43.0	57.0	100	37	20	27	16	0.938	0	Bacteria	Low	100.0	1
56.0	44.0	100	23	21	30	26	0.48	0	Bacteria	Medium	100.0	2
50.0	50.0	100	28	22	22	28	0.304	1	Plant	High	100.0	3
48.0	52.0	100	24	28	24	24	0.9	1	Bacteria	High	100.0	3
43.0	57.0	100	33	24	21	22	0.272	1	Bacteria	Medium	100.0	2
49.0	51.0	100	26	25	27	22	0.559	1	Virus	Medium	100.0	2
53.0	47.0	100	24	23	25	28	0.1	0	Virus	Low	100.0	1
51.0	49.0	100	27	22	28	23	0.51	1	Plant	High	100.0	3
48.0	52.0	100	22	30	24	24	0.461	0	Virus	High	100.0	3
43.0	57.0	100	29	28	20	23	0.777	1	Human	Low	100.0	1
60.0	40.0	100	21	19	31	29	0.664	0	Human	Medium	100.0	2
48.0	52.0	100	34	18	19	29	0.375	1	Virus	High	100.0	3
45.0	55.0	100	31	24	16	29	0.912	1	Plant	Low	100.0	1
46.0	54.0	100	30	24	19	27	0.603	1	Human	Medium	100.0	2
42.0	58.0	100	32	26	10	32	0.409	0	Virus	Low	100.0	1
58.0	42.0	100	17	25	29	29	0.89	1	Virus	High	100.0	3
47.0	53.0	100	27	26	29	18	0.389	1	Plant	Low	100.0	1
44.0	56.0	100	33	23	22	22	0.322	0	Plant	Low	100.0	1
53.0	47.0	100	25	22	31	22	0.496	0	Human	Low	100.0	1
44.0	56.0	100	32	24	24	20	0.483	0	Plant	High	100.0	3
45.0	55.0	100	30	25	23	22	0.624	0	Human	Low	100.0	1
55.0	45.0	100	16	29	22	33	0.139	1	Virus	Low	100.0	1
51.0	49.0	100	26	23	28	23	0.994	1	Plant	High	100.0	3
53.0	47.0	100	28	19	23	30	0.424	1	Bacteria	High	100.0	3
57.0	43.0	100	19	24	28	29	0.938	1	Human	High	100.0	3
56.0	44.0	100	21	23	33	23	0.583	0	Plant	Medium	100.0	2
47.0	53.0	100	28	25	20	27	0.999	1	Bacteria	Low	100.0	1
49.0	51.0	100	25	26	27	22	0.418	1	Bacteria	High	100.0	3
53.0	47.0	100	23	24	21	32	0.909	1	Virus	Medium	100.0	2
46.0	54.0	100	29	25	25	21	0.83	0	Bacteria	Low	100.0	1
55.0	45.0	100	22	23	29	26	0.562	1	Virus	High	100.0	3
52.0	48.0	100	31	17	35	17	0.424	1	Bacteria	Low	100.0	1
50.0	50.0	100	29	21	28	22	0.908	1	Virus	Low	100.0	1
48.0	52.0	100	28	24	23	25	0.602	1	Human	Low	100.0	1
57.0	43.0	100	25	18	27	30	0.765	1	Human	Medium	100.0	2
48.0	52.0	100	26	26	27	21	0.248	0	Virus	Low	100.0	1
55.0	45.0	100	22	23	21	34	0.314	1	Human	Medium	100.0	2
45.0	55.0	100	24	31	24	21	0.862	1	Plant	Medium	100.0	2
43.0	57.0	100	32	25	25	18	0.995	1	Bacteria	Low	100.0	1
48.0	52.0	100	33	19	24	24	0.439	1	Plant	Low	100.0	1
53.0	47.0	100	22	25	26	27	0.845	0	Bacteria	Low	100.0	1
49.0	51.0	100	23	28	23	26	0.435	1	Human	High	100.0	3
44.0	56.0	100	27	29	21	23	0.583	1	Human	High	100.0	3
53.0	47.0	100	20	27	26	27	0.322	0	Virus	High	100.0	3
55.0	45.0	100	21	24	26	29	0.777	0	Virus	Low	100.0	1
56.0	44.0	100	25	19	28	28	0.189	1	Human	High	100.0	3
49.0	51.0	100	22	29	25	24	0.74	0	Human	High	100.0	3
46.0	54.0	100	35	19	22	24	0.69	0	Bacteria	High	100.0	3
57.0	43.0	100	19	24	32	25	0.431	1	Human	High	100.0	3
49.0	51.0	100	26	25	26	23	0.135	0	Human	High	100.0	3
48.0	52.0	100	25	27	19	29	0.28	0	Plant	High	100.0	3
46.0	54.0	100	23	31	26	20	0.758	1	Bacteria	High	100.0	3
47.0	53.0	100	21	32	17	30	0.144	0	Virus	Low	100.0	1
55.0	45.0	100	23	22	27	28	0.113	0	Virus	Low	100.0	1
61.0	39.0	100	18	21	32	29	0.887	0	Bacteria	High	100.0	3
58.0	42.0	100	17	25	23	35	0.506	1	Human	Medium	100.0	2
45.0	55.0	100	35	20	30	15	0.827	1	Plant	Medium	100.0	2
44.0	56.0	100	31	25	19	25	0.552	1	Human	Low	100.0	1
52.0	48.0	100	21	27	22	30	0.845	0	Virus	Medium	100.0	2
51.0	49.0	100	30	19	23	28	0.181	0	Plant	Medium	100.0	2
48.0	52.0	100	25	27	22	26	0.893	0	Bacteria	High	100.0	3
49.0	51.0	100	29	22	23	26	0.659	1	Bacteria	Medium	100.0	2
50.0	50.0	100	30	20	25	25	0.795	0	Human	High	100.0	3
51.0	49.0	100	20	29	29	22	0.579	0	Virus	Medium	100.0	2
53.0	47.0	100	21	26	27	26	0.693	1	Virus	Low	100.0	1
54.0	46.0	100	21	25	23	31	0.73	1	Bacteria	Medium	100.0	2
44.0	56.0	100	28	28	22	22	0.276	0	Human	High	100.0	3
49.0	51.0	100	27	24	28	21	0.49	0	Plant	High	100.0	3
52.0	48.0	100	24	24	25	27	0.151	0	Plant	High	100.0	3
45.0	55.0	100	25	30	21	24	0.321	0	Bacteria	Low	100.0	1
50.0	50.0	100	28	22	27	23	0.943	1	Virus	Medium	100.0	2
54.0	46.0	100	27	19	32	22	0.278	1	Virus	High	100.0	3
47.0	53.0	100	25	28	22	25	0.143	1	Plant	Low	100.0	1
51.0	49.0	100	20	29	32	19	0.238	0	Human	Medium	100.0	2
54.0	46.0	100	21	25	28	26	0.463	1	Human	Medium	100.0	2
55.0	45.0	100	22	23	28	27	0.386	1	Virus	High	100.0	3
50.0	50.0	100	19	31	30	20	0.869	1	Human	Medium	100.0	2
49.0	51.0	100	27	24	23	26	0.943	1	Virus	Medium	100.0	2
54.0	46.0	100	20	26	27	27	0.821	0	Human	Low	100.0	1
46.0	54.0	100	31	23	23	23	0.4	1	Virus	High	100.0	3
49.0	51.0	100	24	27	28	21	0.299	1	Bacteria	High	100.0	3
49.0	51.0	100	23	28	23	26	0.163	1	Plant	Low	100.0	1
53.0	47.0	100	22	25	25	28	0.916	1	Bacteria	Medium	100.0	2
48.0	52.0	100	22	30	25	23	0.292	1	Human	Low	100.0	1
47.0	53.0	100	26	27	26	21	0.767	0	Virus	Medium	100.0	2
49.0	51.0	100	21	30	20	29	0.9	1	Human	Medium	100.0	2
53.0	47.0	100	24	23	19	34	0.274	0	Bacteria	Low	100.0	1
47.0	53.0	100	28	25	21	26	0.809	0	Bacteria	High	100.0	3
44.0	56.0	100	28	28	21	23	0.8	0	Plant	High	100.0	3
44.0	56.0	100	27	29	21	23	0.825	0	Virus	Low	100.0	1
60.0	40.0	100	21	19	26	34	0.664	0	Virus	Low	100.0	1
57.0	43.0	100	24	19	30	27	0.354	0	Human	Medium	100.0	2
54.0	46.0	100	22	24	25	29	0.131	0	Bacteria	Low	100.0	1
50.0	50.0	100	30	20	22	28	0.442	0	Plant	Low	100.0	1
42.0	58.0	100	38	20	20	22	0.329	0	Virus	High	100.0	3
47.0	53.0	100	25	28	30	17	0.102	1	Virus	Medium	100.0	2
51.0	49.0	100	19	30	24	27	0.196	1	Plant	Low	100.0	1
51.0	49.0	100	24	25	24	27	0.232	1	Virus	High	100.0	3
60.0	40.0	100	19	21	32	28	0.15	1	Human	High	100.0	3
56.0	44.0	100	22	22	36	20	0.348	0	Bacteria	Medium	100.0	2
44.0	56.0	100	31	25	26	18	0.308	0	Virus	High	100.0	3
60.0	40.0	100	21	19	29	31	0.409	0	Human	High	100.0	3
45.0	55.0	100	25	30	21	24	0.599	1	Bacteria	Medium	100.0	2
54.0	46.0	100	26	20	29	25	0.568	0	Human	High	100.0	3
51.0	49.0	100	21	28	32	19	0.367	0	Bacteria	High	100.0	3
52.0	48.0	100	24	24	23	29	0.773	0	Bacteria	Low	100.0	1
54.0	46.0	100	24	22	27	27	0.999	0	Human	Low	100.0	1
57.0	43.0	100	23	20	30	27	0.694	0	Bacteria	High	100.0	3
45.0	55.0	100	29	26	19	26	0.673	1	Human	Medium	100.0	2
48.0	52.0	100	26	26	22	26	0.653	0	Human	Low	100.0	1
54.0	46.0	100	20	26	30	24	0.74	1	Human	Low	100.0	1
47.0	53.0	100	25	28	23	24	0.115	0	Human	Low	100.0	1
52.0	48.0	100	17	31	27	25	0.301	0	Virus	High	100.0	3
59.0	41.0	100	22	19	30	29	0.254	1	Virus	Low	100.0	1
61.0	39.0	100	18	21	30	31	0.254	0	Plant	Low	100.0	1
52.0	48.0	100	28	20	21	31	0.488	1	Bacteria	Low	100.0	1
40.0	60.0	100	25	35	24	16	0.655	0	Bacteria	High	100.0	3
50.0	50.0	100	20	30	26	24	0.695	1	Plant	Low	100.0	1
54.0	46.0	100	23	23	32	22	0.61	0	Human	Medium	100.0	2
50.0	50.0	100	30	20	30	20	0.886	1	Human	High	100.0	3
55.0	45.0	100	21	24	26	29	0.727	1	Human	High	100.0	3
51.0	49.0	100	20	29	24	27	0.219	0	Plant	Medium	100.0	2
45.0	55.0	100	32	23	20	25	0.754	0	Human	Medium	100.0	2
41.0	59.0	100	30	29	20	21	0.527	0	Bacteria	Medium	100.0	2
50.0	50.0	100	24	26	27	23	0.702	0	Human	High	100.0	3
46.0	54.0	100	25	29	26	20	0.935	1	Plant	Medium	100.0	2
48.0	52.0	100	24	28	31	17	0.402	0	Plant	Low	100.0	1
58.0	42.0	100	23	19	33	25	0.146	0	Human	High	100.0	3
51.0	49.0	100	31	18	33	18	0.58	1	Bacteria	Low	100.0	1
55.0	45.0	100	20	25	31	24	0.398	1	Human	High	100.0	3
50.0	50.0	100	20	30	22	28	0.845	1	Human	Low	100.0	1
50.0	50.0	100	25	25	23	27	0.351	1	Human	Medium	100.0	2
54.0	46.0	100	26	20	28	26	0.446	0	Virus	High	100.0	3
49.0	51.0	100	30	21	26	23	0.647	0	Virus	Low	100.0	1
44.0	56.0	100	33	23	21	23	0.702	0	Plant	Medium	100.0	2
53.0	47.0	100	23	24	22	31	0.825	1	Human	High	100.0	3
62.0	38.0	100	21	17	37	25	0.948	0	Plant	Low	100.0	1
53.0	47.0	100	21	26	24	29	0.336	0	Plant	Medium	100.0	2
46.0	54.0	100	26	28	19	27	0.837	0	Bacteria	High	100.0	3
57.0	43.0	100	22	21	30	27	0.798	0	Bacteria	High	100.0	3
51.0	49.0	100	18	31	25	26	0.443	1	Bacteria	Low	100.0	1
41.0	59.0	100	29	30	23	18	0.993	1	Bacteria	Medium	100.0	2
51.0	49.0	100	18	31	24	27	0.878	0	Bacteria	Low	100.0	1
50.0	50.0	100	27	23	25	25	0.477	0	Bacteria	High	100.0	3
50.0	50.0	100	29	21	19	31	0.434	0	Human	Low	100.0	1
52.0	48.0	100	22	26	25	27	0.557	1	Virus	Low	100.0	1
52.0	48.0	100	26	22	24	28	0.433	0	Human	Medium	100.0	2
53.0	47.0	100	22	25	34	19	0.449	1	Bacteria	High	100.0	3
47.0	53.0	100	32	21	25	22	0.167	0	Plant	High	100.0	3
44.0	56.0	100	27	29	24	20	0.702	0	Virus	High	100.0	3
54.0	46.0	100	23	23	32	22	0.681	0	Plant	High	100.0	3
55.0	45.0	100	25	20	28	27	0.671	1	Virus	Low	100.0	1
45.0	55.0	100	29	26	24	21	0.519	0	Plant	High	100.0	3
52.0	48.0	100	25	23	25	27	0.439	1	Bacteria	Medium	100.0	2
47.0	53.0	100	22	31	22	25	0.626	1	Virus	Low	100.0	1
55.0	45.0	100	17	28	23	32	0.514	0	Human	Low	100.0	1
58.0	42.0	100	17	25	32	26	0.575	1	Virus	Low	100.0	1
49.0	51.0	100	26	25	23	26	0.32	1	Bacteria	Low	100.0	1
47.0	53.0	100	26	27	24	23	0.361	0	Plant	High	100.0	3
43.0	57.0	100	25	32	30	13	0.357	1	Bacteria	Low	100.0	1
48.0	52.0	100	26	26	23	25	0.652	1	Virus	High	100.0	3
53.0	47.0	100	22	25	25	28	0.634	0	Virus	Low	100.0	1
49.0	51.0	100	28	23	18	31	0.898	1	Virus	Medium	100.0	2
51.0	49.0	100	20	29	18	33	0.525	0	Human	Medium	100.0	2
49.0	51.0	100	28	23	22	27	0.52	0	Bacteria	Low	100.0	1
51.0	49.0	100	22	27	27	24	0.289	1	Virus	Low	100.0	1
49.0	51.0	100	27	24	20	29	0.567	1	Bacteria	Low	100.0	1
55.0	45.0	100	21	24	23	32	0.817	0	Human	Medium	100.0	2
66.0	34.0	100	17	17	31	35	0.889	1	Virus	Low	100.0	1
53.0	47.0	100	23	24	26	27	0.67	0	Human	Low	100.0	1
52.0	48.0	100	17	31	21	31	0.877	0	Bacteria	High	100.0	3
48.0	52.0	100	25	27	25	23	0.271	1	Bacteria	Low	100.0	1
50.0	50.0	100	33	17	24	26	0.532	1	Human	High	100.0	3
56.0	44.0	100	24	20	32	24	0.88	0	Plant	High	100.0	3
51.0	49.0	100	24	25	21	30	0.354	0	Plant	Low	100.0	1
52.0	48.0	100	29	19	22	30	0.86	0	Virus	Medium	100.0	2
46.0	54.0	100	26	28	23	23	0.467	0	Bacteria	High	100.0	3
54.0	46.0	100	23	23	26	28	0.183	0	Virus	High	100.0	3
53.0	47.0	100	23	24	33	20	0.39	0	Bacteria	Low	100.0	1
53.0	47.0	100	26	21	19	34	0.715	1	Plant	High	100.0	3
58.0	42.0	100	22	20	26	32	0.78	0	Bacteria	Medium	100.0	2
49.0	51.0	100	22	29	28	21	0.624	1	Bacteria	High	100.0	3
50.0	50.0	100	26	24	33	17	0.336	0	Human	Medium	100.0	2
55.0	45.0	100	16	29	22	33	0.959	0	Plant	High	100.0	3
42.0	58.0	100	34	24	13	29	0.301	0	Human	Low	100.0	1
43.0	57.0	100	26	31	17	26	0.51	1	Bacteria	High	100.0	3
49.0	51.0	100	20	31	25	24	0.441	1	Virus	High	100.0	3
44.0	56.0	100	31	25	21	23	0.26	0	Plant	High	100.0	3
49.0	51.0	100	29	22	25	24	0.339	0	Virus	Medium	100.0	2
64.0	36.0	100	17	19	40	24	0.868	0	Plant	Low	100.0	1
46.0	54.0	100	23	31	24	22	0.754	0	Plant	Low	100.0	1
50.0	50.0	100	26	24	27	23	0.177	1	Virus	High	100.0	3
42.0	58.0	100	29	29	17	25	0.914	0	Bacteria	High	100.0	3
47.0	53.0	100	30	23	23	24	0.816	0	Virus	Medium	100.0	2
53.0	47.0	100	27	20	27	26	0.413	0	Bacteria	Medium	100.0	2
51.0	49.0	100	29	20	28	23	0.688	1	Virus	High	100.0	3
49.0	51.0	100	26	25	24	25	0.756	1	Virus	Low	100.0	1
60.0	40.0	100	19	21	37	23	0.142	0	Bacteria	Medium	100.0	2
53.0	47.0	100	26	21	28	25	0.991	0	Plant	High	100.0	3
50.0	50.0	100	22	28	30	20	0.426	1	Human	Medium	100.0	2
47.0	53.0	100	26	27	26	21	0.526	0	Plant	High	100.0	3
59.0	41.0	100	21	20	22	37	0.477	1	Plant	High	100.0	3
46.0	54.0	100	27	27	26	20	0.943	1	Bacteria	High	100.0	3
52.0	48.0	100	19	29	23	29	0.607	1	Human	Low	100.0	1
53.0	47.0	100	25	22	29	24	0.215	1	Plant	High	100.0	3
55.0	45.0	100	22	23	25	30	0.508	0	Human	Medium	100.0	2
45.0	55.0	100	28	27	29	16	0.156	1	Plant	High	100.0	3
52.0	48.0	100	24	24	21	31	0.14	1	Bacteria	Medium	100.0	2
53.0	47.0	100	25	22	23	30	0.573	1	Human	High	100.0	3
55.0	45.0	100	20	25	35	20	0.691	0	Virus	Medium	100.0	2
53.0	47.0	100	29	18	28	25	0.606	0	Bacteria	Medium	100.0	2
53.0	47.0	100	22	25	24	29	0.28	1	Human	Low	100.0	1
51.0	49.0	100	23	26	25	26	0.885	0	Human	Low	100.0	1
47.0	53.0	100	26	27	22	25	0.367	0	Bacteria	High	100.0	3
56.0	44.0	100	24	20	21	35	0.192	1	Human	Low	100.0	1
56.0	44.0	100	20	24	31	25	0.393	1	Human	Medium	100.0	2
50.0	50.0	100	23	27	25	25	0.373	0	Human	High	100.0	3
53.0	47.0	100	21	26	32	21	0.937	0	Human	Medium	100.0	2
52.0	48.0	100	30	18	27	25	0.269	0	Virus	High	100.0	3
51.0	49.0	100	24	25	25	26	0.291	0	Bacteria	High	100.0	3
56.0	44.0	100	20	24	28	28	0.9	0	Plant	Medium	100.0	2
55.0	45.0	100	19	26	21	34	0.554	1	Human	Medium	100.0	2
36.0	64.0	100	30	34	17	19	0.276	1	Plant	Medium	100.0	2
48.0	52.0	100	29	23	20	28	0.315	0	Bacteria	Low	100.0	1
52.0	48.0	100	25	23	29	23	0.678	0	Bacteria	Medium	100.0	2
60.0	40.0	100	27	13	31	29	0.314	0	Bacteria	Low	100.0	1
55.0	45.0	100	22	23	22	33	0.995	1	Human	Low	100.0	1
50.0	50.0	100	28	22	25	25	0.812	0	Plant	High	100.0	3
53.0	47.0	100	19	28	27	26	0.66	0	Virus	Low	100.0	1
58.0	42.0	100	17	25	23	35	0.442	1	Plant	Low	100.0	1
51.0	49.0	100	25	24	26	25	0.12	1	Virus	Low	100.0	1
47.0	53.0	100	31	22	20	27	0.793	0	Virus	Medium	100.0	2
56.0	44.0	100	26	18	31	25	0.696	0	Plant	Low	100.0	1
48.0	52.0	100	23	29	29	19	0.589	1	Plant	High	100.0	3
50.0	50.0	100	21	29	24	26	0.574	1	Plant	High	100.0	3
50.0	50.0	100	26	24	29	21	0.955	1	Bacteria	High	100.0	3
45.0	55.0	100	31	24	22	23	0.603	1	Plant	Medium	100.0	2
50.0	50.0	100	23	27	21	29	0.452	1	Human	Low	100.0	1
53.0	47.0	100	35	12	30	23	0.2	0	Human	Medium	100.0	2
61.0	39.0	100	22	17	26	35	0.145	0	Human	Medium	100.0	2
49.0	51.0	100	24	27	23	26	0.595	0	Virus	Low	100.0	1
52.0	48.0	100	23	25	26	26	0.904	1	Plant	High	100.0	3
57.0	43.0	100	24	19	27	30	0.274	0	Plant	High	100.0	3
47.0	53.0	100	23	30	27	20	0.778	1	Virus	Medium	100.0	2
50.0	50.0	100	21	29	21	29	0.414	0	Virus	High	100.0	3
60.0	40.0	100	26	14	29	31	0.145	1	Virus	Low	100.0	1
48.0	52.0	100	26	26	21	27	0.663	1	Virus	Medium	100.0	2
49.0	51.0	100	28	23	23	26	0.724	0	Virus	Medium	100.0	2
46.0	54.0	100	24	30	17	29	0.101	0	Human	Medium	100.0	2
50.0	50.0	100	24	26	22	28	0.171	0	Virus	High	100.0	3
51.0	49.0	100	25	24	27	24	0.756	0	Plant	Medium	100.0	2
49.0	51.0	100	28	23	26	23	0.487	0	Human	Medium	100.0	2
65.0	35.0	100	15	20	34	31	0.382	1	Human	Low	100.0	1
49.0	51.0	100	20	31	23	26	0.575	1	Bacteria	Low	100.0	1
43.0	57.0	100	33	24	22	21	0.88	1	Human	High	100.0	3
44.0	56.0	100	28	28	24	20	0.191	0	Virus	Low	100.0	1
56.0	44.0	100	30	14	23	33	0.371	1	Human	Medium	100.0	2
60.0	40.0	100	23	17	36	24	0.815	0	Human	High	100.0	3
52.0	48.0	100	25	23	28	24	0.889	1	Bacteria	Low	100.0	1
38.0	62.0	100	38	24	11	27	0.975	1	Virus	Medium	100.0	2
47.0	53.0	100	21	32	27	20	0.828	0	Human	High	100.0	3
52.0	48.0	100	20	28	29	23	0.996	0	Virus	Medium	100.0	2
47.0	53.0	100	21	32	23	24	0.825	0	Human	Medium	100.0	2
53.0	47.0	100	26	21	32	21	0.132	0	Plant	High	100.0	3
59.0	41.0	100	14	27	25	34	0.377	1	Human	Low	100.0	1
40.0	60.0	100	31	29	16	24	0.453	1	Bacteria	High	100.0	3
45.0	55.0	100	34	21	21	24	0.679	1	Bacteria	High	100.0	3
51.0	49.0	100	26	23	27	24	0.646	0	Human	High	100.0	3
55.0	45.0	100	20	25	24	31	0.746	0	Bacteria	High	100.0	3
49.0	51.0	100	30	21	21	28	0.73	0	Virus	High	100.0	3
45.0	55.0	100	33	22	19	26	0.136	0	Bacteria	Medium	100.0	2
60.0	40.0	100	21	19	22	38	0.277	0	Plant	High	100.0	3
46.0	54.0	100	27	27	20	26	0.501	1	Plant	Low	100.0	1
53.0	47.0	100	29	18	25	28	0.882	1	Virus	High	100.0	3
53.0	47.0	100	24	23	31	22	0.403	0	Human	Medium	100.0	2
52.0	48.0	100	24	24	24	28	0.598	1	Virus	Low	100.0	1
60.0	40.0	100	20	20	25	35	0.362	0	Human	High	100.0	3
48.0	52.0	100	22	30	26	22	0.159	1	Bacteria	Medium	100.0	2
45.0	55.0	100	27	28	21	24	0.357	0	Plant	Low	100.0	1
52.0	48.0	100	22	26	20	32	0.54	1	Human	High	100.0	3
55.0	45.0	100	30	15	28	27	0.68	1	Bacteria	Low	100.0	1
47.0	53.0	100	25	28	30	17	0.172	1	Human	Medium	100.0	2
47.0	53.0	100	20	33	24	23	0.721	0	Bacteria	Medium	100.0	2
50.0	50.0	100	21	29	25	25	0.142	1	Virus	High	100.0	3
54.0	46.0	100	20	26	19	35	0.418	1	Plant	Low	100.0	1
50.0	50.0	100	30	20	27	23	0.665	1	Plant	High	100.0	3
50.0	50.0	100	28	22	24	26	0.485	0	Human	Low	100.0	1
53.0	47.0	100	24	23	27	26	0.511	0	Bacteria	Low	100.0	1
51.0	49.0	100	26	23	25	26	0.685	1	Virus	Medium	100.0	2
57.0	43.0	100	19	24	28	29	0.332	0	Plant	Low	100.0	1
52.0	48.0	100	27	21	30	22	0.667	0	Bacteria	High	100.0	3
46.0	54.0	100	29	25	21	25	0.653	0	Bacteria	Medium	100.0	2
55.0	45.0	100	25	20	26	29	0.357	0	Plant	Medium	100.0	2
56.0	44.0	100	19	25	27	29	0.518	1	Plant	High	100.0	3
56.0	44.0	100	24	20	29	27	0.643	0	Plant	Low	100.0	1
48.0	52.0	100	22	30	27	21	0.11	1	Virus	Medium	100.0	2
49.0	51.0	100	27	24	20	29	0.351	1	Virus	High	100.0	3
44.0	56.0	100	32	24	20	24	0.374	1	Plant	Low	100.0	1
45.0	55.0	100	33	22	17	28	0.205	0	Human	Medium	100.0	2
50.0	50.0	100	28	22	23	27	0.214	1	Human	Medium	100.0	2
57.0	43.0	100	24	19	25	32	0.191	1	Bacteria	Medium	100.0	2
49.0	51.0	100	23	28	18	31	0.83	1	Plant	Medium	100.0	2
50.0	50.0	100	25	25	24	26	0.85	1	Plant	Medium	100.0	2
47.0	53.0	100	30	23	26	21	0.552	0	Virus	Medium	100.0	2
51.0	49.0	100	25	24	23	28	0.454	0	Virus	Medium	100.0	2
46.0	54.0	100	29	25	19	27	0.571	0	Human	High	100.0	3
45.0	55.0	100	28	27	25	20	0.311	0	Bacteria	Low	100.0	1
53.0	47.0	100	26	21	28	25	0.137	1	Virus	Low	100.0	1
47.0	53.0	100	25	28	25	22	0.386	1	Human	Medium	100.0	2
49.0	51.0	100	27	24	23	26	0.784	0	Human	Medium	100.0	2
51.0	49.0	100	27	22	23	28	0.167	1	Virus	High	100.0	3
47.0	53.0	100	23	30	25	22	0.544	1	Human	Low	100.0	1
53.0	47.0	100	24	23	24	29	0.799	1	Human	Low	100.0	1
62.0	38.0	100	19	19	32	30	0.527	1	Virus	High	100.0	3
42.0	58.0	100	37	21	21	21	0.64	1	Plant	Low	100.0	1
44.0	56.0	100	32	24	18	26	0.588	1	Plant	Low	100.0	1
48.0	52.0	100	24	28	23	25	0.693	0	Virus	Low	100.0	1
49.0	51.0	100	25	26	26	23	0.764	1	Virus	Medium	100.0	2
64.0	36.0	100	14	22	36	28	0.472	1	Virus	Low	100.0	1
36.0	64.0	100	38	26	17	19	0.325	1	Plant	Low	100.0	1
54.0	46.0	100	21	25	30	24	0.899	0	Plant	Low	100.0	1
61.0	39.0	100	22	17	33	28	0.442	0	Virus	Medium	100.0	2
44.0	56.0	100	20	36	20	24	0.226	1	Plant	Low	100.0	1
51.0	49.0	100	19	30	30	21	0.7	1	Human	Low	100.0	1
57.0	43.0	100	19	24	27	30	0.599	1	Human	Low	100.0	1
37.0	63.0	100	32	31	14	23	0.587	1	Virus	High	100.0	3
46.0	54.0	100	32	22	23	23	0.522	1	Plant	Low	100.0	1
63.0	37.0	100	16	21	32	31	0.974	1	Bacteria	High	100.0	3
45.0	55.0	100	29	26	21	24	0.322	1	Virus	Medium	100.0	2
49.0	51.0	100	27	24	22	27	0.186	1	Human	Medium	100.0	2
48.0	52.0	100	27	25	26	22	0.51	0	Bacteria	Medium	100.0	2
50.0	50.0	100	28	22	28	22	0.133	0	Bacteria	High	100.0	3
42.0	58.0	100	23	35	20	22	0.441	0	Bacteria	High	100.0	3
48.0	52.0	100	28	24	24	24	0.442	1	Virus	Low	100.0	1
44.0	56.0	100	33	23	20	24	0.379	1	Plant	Medium	100.0	2
52.0	48.0	100	27	21	18	34	0.718	1	Virus	High	100.0	3
46.0	54.0	100	25	29	20	26	0.286	0	Plant	High	100.0	3
49.0	51.0	100	25	26	23	26	0.765	0	Plant	Medium	100.0	2
58.0	42.0	100	21	21	33	25	0.798	1	Human	Medium	100.0	2
49.0	51.0	100	31	20	18	31	0.22	0	Virus	High	100.0	3
52.0	48.0	100	29	19	28	24	0.732	1	Plant	High	100.0	3
49.0	51.0	100	25	26	24	25	0.786	0	Virus	High	100.0	3
54.0	46.0	100	25	21	27	27	0.304	1	Bacteria	High	100.0	3
53.0	47.0	100	28	19	16	37	0.1	1	Human	Medium	100.0	2
46.0	54.0	100	27	27	20	26	0.457	0	Bacteria	High	100.0	3
56.0	44.0	100	24	20	37	19	0.233	1	Human	Medium	100.0	2
53.0	47.0	100	23	24	27	26	0.39	0	Bacteria	Low	100.0	1
55.0	45.0	100	22	23	28	27	0.378	1	Human	Low	100.0	1
59.0	41.0	100	22	19	33	26	0.739	1	Virus	Low	100.0	1
